token	segmentation	root
malagkit	ma lagkit	lagkit
malakas	ma lakas	lakas
Malaki	Ma laki	laki
malaking	ma laki ng	laki 
malalakas	ma la lakas	lakas
malalaking	ma la laki ng	laki
malalang	malala ng	malala 
Malalim	Ma lalim	lalim
malaman	m alam an	alam
malambot	ma lambot	lambot
malamig	ma lamig	lamig
malapit	ma lapit	lapit
malaria	malaria	malaria
malawakang	ma lawak an g	lawak 
Malayong	Ma layo ng	layo
mali	mali	mali
maliban	ma liban	liban
maligo	ma ligo	ligo
maligtas	ma ligtas	ligtas
maliit	ma liit	liit
maliitang	ma liit ang	liit
maliliit	ma li liit	liit
malilipatan	ma li lipat an	lipat
malinaw	ma linaw	linaw
malipol	ma lipol	lipol
maliwanag	ma liwanag	liwanag
malubhang	ma lubha ng	lubha 
malupit	ma lupit	lupit
Malvar	Malvar	Malvar
mamamayan	ma ma <m>ayan	<m>ayan
mamatay	ma <m>atay	<m>atay
mamu­lat   	ma mu­lat	mu­lat
managot	ma <n>agot	<n>agot
manalasa	ma nalasa	nalasa
Manambong	Ma <n>ambong	<n>ambong
mananakay	man a <n>akay	<n>akay
mananatiling	ma na natili ng	natili
Mandanas	Man danas	danas
mangamba	ma ngamba	ngamba
manggagaling	mang ga galing	galing
manggas	manggas	manggas
mangyayari	mang ya yari	yari
manira	ma <n>ira	<n>ira
mapa	mapa	mapa
mapaghandaan	ma pag handa an	pag handa 
mapaluwag	mapa luwag	luwag
mapanatili	ma pa natili	natili
mapanganib	ma panganib	panganib
mapanganib-sa-buhay	ma panganib - sa - buhay	panganib buhay
mapanglaw	ma panglaw	panglaw
Mapapakinggan	Ma pa pakin<g>g an	pakin<g>g
mapasok	ma pasok	pasok
mapinsala	ma pinsala	pinsala
mapupulang	ma pu pula ng	pula 
Maralitang	Maralita ng	Maralita 
marami	ma <r>ami	<r>ami
Maraming	Ma <r>ami ng	<r>ami 
mararanasang	ma ra <r>anasa ng	<r>anasa 
marunong	ma <r>unong	<r>unong
marurupok	ma ru rupok	rupok
Mas	Mas	Mas
masagip	ma sagip	sagip
masarap	ma sarap	sarap
masawing	ma sawi ng	sawi 
Masaya	Ma saya	saya
masayang	ma saya ng	saya 
Masbate	Masbate	Masbate
masyadong	masyado ng	masyado 
mata	mata	mata
mataas	ma taas	taas
matabunan	ma tab<u>n an	tab<u>n 
matadero	matader o	matader 
matagal	ma tagal	tagal
matalino	ma talino	talino
mataong	ma tao ng	tao 
Matapos	Ma tapos	tapos
matatagalan	ma ta tagal an	tagal
matatalo	ma ta talo	talo
matatanda	ma ta tanda	tanda 
Matatandaan	Ma ta tandaan	tandaan
matatapos	ma ta tapos	tapos
matatawag	ma ta tawag	tawag
materyal	materyal	materyal
materyales	materyal es	materyal
matilinghaga	ma tilinghaga	tilinghaga
matinding	ma tindi ng	tindi 
matinding-tinamaan	ma tindi ng - t in ama an	tindi t ama 
matiyak	ma tiyak	tiyak
matulungin	ma tul<u>ng in	tul<u>ng 
matusta	ma tusta	tusta
matuturing	ma tu turing	turing
matutusta	ma tu tusta	tusta
maulan	ma ulan	ulan
maulap	ma ulap	ulap
mawalan	ma wala n	wala 
MAY	MAY	MAY
may-asawa	may - asawa	asawa
mayamang	ma yaman g	yaman 
mayroon	may roon	roon
mayroong	may roon g	roon
mediko	medik o	medik
medikong	medik o ng	medik
Menor	Menor	Menor
meron	meron	meron
Metro	Metro	Metro
Mga	Mga	Mga
militar	militar	militar
milya	milya	milya
milyon	milyon	milyon
milyong	milyon g	milyon 
mina	mina	mina
miniro	min<i> ro	min<i> 
Ministro	Ministro	Ministro
minor	minor	minor
minsan	minsan	minsan
Minsteryo	Minsteryo	Minsteryo
minuto	minuto	minuto
Misis	Misis	Misis
mismo	mismo	mismo
Mistula	Mistula	Mistula
Mistulang	Mistula ng	Mistula 
miyembro	miyembro	miyembro
Miyerkules	Miyerkules	Miyerkules
mkkpag	mkkpag	mkkpag
MO	MO	MO
moske	moske	moske
motorista	motor ista	motor
motorsiklo	motor siklo	motor
mukha	mukha	mukha
mula	mula	mula
muling	muli ng	muli 
muna	muna	muna
munang	muna ng	muna 
mundo	mundo	mundo
mungkahi	mungkahi	mungkahi
munisipyo	munisipyo	munisipyo
muntik	muntik	muntik
n'yo	n'yo	n'yo
na	na	na
na-defuse	na - defuse	defuse
na-detect	na - detect	detect
na-survey	na - survey	survey
na-trap	na - trap	trap
Naabo	Na abo	abo
naanod	na anod	anod
naapektuhan	na apekt<u> han	apekt<u> 
Nabalisa	Na balisa	balisa
nabanggit	na banggit	banggit
nabaon	na baon	baon
nabasa	na basa	basa
Nabatid	Na batid	batid
nabigo	na bigo	bigo
nadaganan	na dagan an	dagan 
nadakip	na dakip	dakip
nadama	na dama	dama
nadarama	na da <r>ama	<r>ama
nadilaan	na dila an	dila 
nadurog	na durog	durog
nag	nag	nag
nag-aalaga	nag - a alaga	alaga
Nag-aalangan	Nag - a alangan	alangan
nag-alay	nag - alay	alay
nag-atas	nag - atas	atas
nag-iingat	nag - i ingat	ingat
nag-iisang	nag - i isa ng	isa
nag-imbita	nag - imbita	imbita
nag-overnight	nag - overnight	overnight
nag-uulan	nag - u ulan	ulan
nag-uulat	nag - u ulat	ulat
nagaganap	na ga ganap	ganap
naganap	na ganap	ganap
nagawa	na gawa	gawa
nagbabadya	nag ba badya	badya
Nagbabala	Nag babala	babala
nagbaon	nag baon	baon
nagbibigay	nag bi bigay	bigay
nagbigay	nag bigay	bigay
nagbuga	nag buga	buga
Nagdaan	Nag daan	daan
nagdaang	nag daan g	daan 
nagdadala	nag da dala	dala
nagdala	nag dala	dala
nagdeklara	nag deklara	deklara
nagdudusa	nag du dusa	dusa
nagdulot	nag dulot	lot
naghahanda	nag ha handa	handa
naghihintay	nag hi hintay	hintay
naghintay	nag hintay	hintay
naghuhugas	nag hu hugas	hugas
Nagiging	Na gi ging	ging
nagiispray	nag i ispray	ispray
naging	naging	naging
nagkakahalaga	nag ka ka halaga	halaga
nagkakarga	nag ka karga	karga
Nagkakaroon	Nag ka ka roon	roon
Nagkaroon	Nag ka roon	roon
nagkaroon	nag ka roon	roon
naglalakad	nag la lakad	lakad
naglalayong	nag la layon g	layon
Nagliparan	Nag lipa<r> an	lipa<r> 
Nagmadali	Nag ma dali	dali
nagmamay-ari	nag ma may - ari	may - ari
nagmula	nag mula	mula
nagmumula	nag mu mula	mula
nagnais	nag nais	nais
nagpa-alala	nag pa - alala	alala
nagpahirap	nag pa hirap	hirap
nagpalabas	nag pa labas	labas
nagpalubog	nag pa lubog	lubog
nagpapadala	nag pa pa dala	dala
nagpapagaling	nag pa pa galing	galing
nagpapaguho	nag pa pa guho	guho
nagpapahangin	nag pa pa hangin	hangin
nagpapatuloy	nag pa pa tuloy	tuloy
Nagparamdam	Nag pa <r>amdam	<r>amdam
NAGPASAKOP	NAG PA SAKOP	SAKOP
nagpataas	nag pa taas	taas
Nagpayo	Nag payo	payo
nagplano	nag plano	plano
nagra-rally	nag ra - rally	rally
nagresulta	nag resulta	resulta
nagsabi	nag sabi	sabi
nagsabing	nag sabi ng	sabi 
nagsagawa	nag sa gawa	gawa
nagsara	nag sara	sara
Nagsasagawa	Nag sa sa gawa	gawa
nagsasalubungan	nag sa salub<u>ng an	salub<u>ng 
nagsasayaw	nag sa sayaw	sayaw
Nagsimula	Nag si mula	mula
nagsisimula	nag si si mula	mula
nagsisiyasat	nag si siyasat	siyasat
nagsuspinde	nag suspinde	suspinde
nagsusurvey	nag su survey	su survey
Nagtapos	Nag tapos	tapos
nagtatanong	nag ta tanong	tanong
nagtatawanang	nag ta tawa nan g	tawa nan 
nagtutulakan	nag tu tulak an	tulak 
nagulat	na gulat	gulat
naha	naha	naha
nahahawang	na ha hawa ng	hawa
nahirapan	na hirap an	hirap 
nahuling	na huli ng	huli 
nahulog	na hulog	hulog
nailigtas	na i ligtas	ligtas
naimpluwensyahan	na impluwensya han	impluwensya 
naipit	na ipit	ipit
naipon	na ipon	ipon
naisin	nais in	nais 
naisipang	na isip an g	isip 
naistranded	na istranded	istranded
naisusugod	na i su sugod	sugod
naitala	na i tala	tala
naitalang	na i tala ng	tala 
naitatag	na i tatag	tatag
Naiulat	Na i ulat	ulat
naiuwi	na i uwi	uwi
naka	naka	naka
naka-assign	naka - assign	assign
Naka-PULA	Naka - PULA	PULA
nakaalerto	naka alerto	alerto
nakaambang	naka amba ng	amba 
nakagat	na kagat	kagat
nakahahawang	naka ha hawa ng	ha hawa 
Nakaharang	Naka harang	harang
nakakairita	naka ka irita	irita
nakakapanghina	naka ka pang hina	hina
nakakaramdam	naka ka <r>amdam	<r>amdam
nakakarimarim	naka ka rimarim	rimarim
nakakasakit	naka ka sakit	sakit
nakakasakop	naka ka sakop	sakop
nakakasilaw	naka ka silaw	silaw
nakakasira	naka ka sira	sira
nakakasunog	naka ka sunog	sunog
nakakatuyo	naka ka tuyo	tuyo
nakaligtas	naka ligtas	ligtas
nakalubog	naka lubog	lubog
Nakama-manghang	Naka ma - mangha ng	mangha 
nakapagdesisyon	nakapag desisyon	desisyon
nakapagresponde	nakapag responde	responde
nakapagtala	nakapag tala	tala
nakapalibot	naka pa libot	libot
nakapaloob	naka pa loob	loob
Nakapinsala	Naka pinsala	pinsala
Nakaproduce	Naka produce	produce
nakaraan	naka <r>aan	<r>aan
nakaraang	naka <r>aan g	<r>aan 
nakaranas	naka <r>anas	<r>anas
nakaratay	naka ratay	ratay
Nakaresponde	Naka responde	responde
Nakasaad	Naka saad	saad
nakasaksi	naka saksi	saksi
nakasasakop	naka sa sakop	sakop
nakasira	naka sira	sira
nakatayo	naka tayo	tayo
Nakatulog	Naka tulog	tulog
nakausap	naka usap	usap
nakauwi	naka uwi	uwi
nakikinig	na ki kinig	kinig
nakikipagtulungan	na ki ki pag tul<u>ng an	tul<u>ng
nakikitang	na ki kita ng	kita
nakilala	na kilala	kilala
nakilalang	na kilala ng	kilala 
nakipag	nakipag	nakipag
nakipagtalo	nakipag talo	talo
nakita	na kita	kita
Nakukuha	Na ku kuha	ku kuha
nakumpirma	na kumpirma	kumpirma
nalunod	na lunod	lunod
nalusutan	na lus<u>t an	lus<u>t 
namamatay	na ma <m>atay	<m>atay
naman	naman	naman
namang	naman g	naman 
namataan	na mata an	mata 
namatay	na <m>atay	<m>atay
namataysa	na <m>atay sa	<m>atay
namayapa	na <m>ayapa	<m>ayapa
namin	namin	namin
naming	namin g	namin 
nanalo	na nalo	nalo
nanaman	na naman	naman
nananalo	na na nalo	nalo
nananatili	na na natili	natili
nanatili	na natili	natili
nanawagan	na <n>awag an	<n>awag 
nang	nang	nang
nangaaway	nang a away	away
nangangalaga	na ng a ng alaga	alaga
nangangamba	na nga ngamba	ngamba
nanganganib	na nga nganib	nganib
nangingitlog	nang i <ng> itlog	itlog
nangyari	nang yari	yari
naninikwat	na ni <n>ikwat	<n>ikwat
naninirahan	na ni <n>ira han	<n>ira 
NANINIWALA	NA NI NIWALA	NIWALA
nanunuluyan	na nu <n> ul<u>y an	<n> ul<u>y 
Napag-alaman	Napag - alam an	alam
napag-alamanang	napag - alam an a ng	alam
napaghandaan	na pag handa an	handa
napaka-init	napaka - init	init
napakabilis	napaka bilis	bilis
napakadalas	napaka dalas	dalas
napakalakas	napaka lakas	lakas
napakalaking	napaka laki ng	laki
Napakarami	Napaka <r>ami	<r>ami
napalikas	na pa likas	likas
napanatili	na pa natili	natili
napansin	na pansin	pansin
napasakamay	na pa sa kamay	kamay
napatay	na patay	patay
napaulat	na pa ulat	ulat
napilitang	na pilit ang	pilit
napinsala	na pinsala	pinsala
naramdaman	na ramdam an	ramdam 
naranasan	na <r>anas an	<r>anas 
nararamdaman	na ra ramdam an	ramdam 
narekober	na rekober	rekober
narin	na <r>in	<r>in
narinig	na <r>inig	<r>inig
naroon	na <r>oon	<r>oon
Nasa	Na sa	sa
Nasaan	Na saan	saan
nasabing	na sabi ng	sabi 
nasaktan	na saktan	saktan
nasaktang	na saktan g	saktan 
nasalanta	na salanta	salanta
nasasalanta	na sa salanta	salanta
nasasama	na sa sama	sama
nasasangkot	na sa sangkot	sangkot
nasasawi	na sa sawi	sawi
nasasayang	na sa sayang	sayang
nasasecond	nasa second	second
nasawi	na sawi	sawi
nasawing	na sawi ng	sawi 
nasira	na sira	sira
nasirang	na sira ng	sira 
Nasugbu	Nasugbu	Nasugbu
nasundo	na sundo	sundo
nasunog	na sunog	sunog
nasusuri	na su suri	suri
nasyon	nasyon	nasyon
natabunan	na tab<u>nan	tab<u>nan
natabunang	na tab<u>nan g	tab<u>an
Natagpuan	Na tagp<u> an	tagp<u> 
natagpuang	na tagp<u> an g	tagp<u> 
natangay	na tangay	tangay
natanong	na tanong	tanong
natin	natin	natin
nating	natin g	natin 
natuklap	na tuklap	tuklap
natuklasan	na tuklas an	tuklas 
natukoy	na tukoy	tukoy
naturang	naturan g	naturan 
naubos	na ubos	ubos
naudyok	na udyok	udyok
Nauna	Na una	una
Nawala	Na wala	wala
nawalan	na wala n	wala 
nawalang	na wala ng	wala 
nawasak	na wasak	wasak
nawawala	na wa wala	wala
Nayon	Nayon	Nayon
NGA	NGA	NGA
ngayo'y	ngayo 'y	ngayo
Ngayon	Ngayon	Ngayon
Ngayong	Ngayon g	Ngayon 
nginangatngat	ngi na ngatngat	ngatngat
ngumiti	ng um iti	ng iti
Ngunit	Ngunit	Ngunit
ni	ni	ni
nila	nila	nila
nilalakad	ni la lakad	lakad
Nilamon	Ni lamon	lamon
nilang	nila ng	nila 
nilimitahan	ni limita han	limita 
nilinaw	ni linaw	linaw
nilindol	ni lindol	lindol
Nina	Nina	Nina
ninakaw	ni nakaw	nakaw
ninakawan	ni nakaw an	nakaw 
Nino	Nino	Nino
nito	nito	nito
nitó	nitó	nitó
nitong	nito ng	nito 
niya	niya	niya
niyan	niya n	niya 
niyang	niya ng	niya 
Niyanig	Ni yanig	yanig
niyebe	niyebe	niyebe
niyo	niyo	niyo
noong	noon g	noon 
Normal	Normal	Normal
Norte	Norte	Norte
notoryus	notoryus	notoryus
Nueva	Nueva	Nueva
numero	numero	numero
nun	nun	nun
nung	nu ng	nu 
nya	nya	nya
nyo	n yo	n yo
OKSIMORON	OKSIMORON	OKSIMORON
operatiba	operatiba	operatiba
opisina	opis in a	opis
opisyal	opis yal	opis
oras	oras	oras
organisasyon	organisa syon	organisa 
ospital	ospital	ospital
otoridad	otoridad	otoridad
otsentang	otsenta ng	otsenta 
pa	pa	pa
pa-timog	pa - timog	timog
Paalala	Pa alala	alala
paalisin	pa alis in	alis 
paanan	paa nan	paa
paano	paano	paano
paaralan	pa aral an	aral 
pabalik	pa balik	balik
pabrika	pabrika	pabrika
pabuya	pabuya	pabuya
pader	pader	pader
Padre	Padre	Padre
pag	pag	pag
pag-aalala	pag - a alala	alala
pag-aani	pag - a ani	ani
pag-aaral	pag - a aral	aral
pag-aari	pag - a ari	a ari
Pag-amin	Pag - amin	amin
pag-apaw	pag - apaw	apaw
pag-aralan	pag - aral an	aral 
pag-atake	pag - atake	atake
pag-iingat	pag - i ingat	ingat
pag-init	pag - init	init
pag-inspect	pag - inspect	inspect
pag-ulan	pag - ulan	ulan
pagamutan	pa gam<u>t an	gam<u>t 
pagbabanta	pag ba banta	banta
pagbabarilin	pag ba baril in	baril 
pagbabasehan	pag ba base han	base 
pagbagsak	pag bagsak	bagsak
Pagbaha	Pag baha	baha
pagbawalan	pag bawal an	bawal 
pagbibigay	pag bi bigay	bigay
pagbisita	pag bisita	bisita
pagbugso	pag bugso	bugso
pagbuhos	pag buhos	buhos
pagdagsa	pag dagsa	dagsa
pagdami	pag dami	dami
Pagdating	Pag dating	dating
Pagdeclare	Pag declare	declare
paggapang	pag gapang	gapang
pagguho	pag guho	guho
paghahanda	pag ha handa	handa
paghandaan	pag handa an	handa 
paghinto	pag hinto	hinto
paghupa	pag hupa	hupa
pagiging	pa gi ging	ging
pagkabaliw	pag ka baliw	baliw
pagkain	pag kain	kain
pagkaipon	pagka ipon	ipon
pagkakadakip	pagka ka dakip	dakip
pagkakagat	pagka kagat	kagat
pagkakakilanlan	pagka ka kila n la n	kila 
pagkakaroon	pagka ka roon	roon
pagkakataon	pagka ka taon	taon
pagkalaerto	pagka alaerto	alaerto
pagkalagnat	pagka lagnat	lagnat
pagkamatay	pagka matay	matay
Pagkaraang	Pagka <r>aan g	<r>aan 
pagkasawi	pagka sawi	sawi
pagkasira	pagka sira	sira
pagkatalo	pagka talo	talo
Pagkatapos	Pagka tapos	tapos
pagkubkob	pag kubkob	kubkob
pagkuha	pag kuha	kuha
paglaganap	pag laganap	laganap
paglalayag	pag la layag	layag
pagligtas	pag ligtas	ligtas
paglilinis	pag li linis	linis
paglindol	pag lindol	lindol
pagluto	pag luto	luto
PAGMAMALABIS	PAG MA MA LABIS	LABIS
Pagmimina	Pag mi mina	mina
pagmulan	pag mula n	mula 
PAGNANAKAW	PAG NA NAKAW	NAKAW
pagod	pagod	pagod
pagpaliban	pag pa liban	liban
Pagpapalaganap	Pag pa pa laganap	laganap
pagpapalaki	pag pa pa laki	laki
pagpapalibing	pag pa pa libing	libing
pagpapasabog	pag pa pa sabog	sabog
pagpapausok	pag pa pa usok	usok
pagpupulong	pag pu pulong	pulong
pagputok	pag putok	putok
pagragasa	pag ragasa	ragasa
pagsabog	pag sabog	sabog
pagsagip	pag sagip	sagip
PAGSALAKAY	PAG SALAKAY	SALAKAY
Pagsapit	Pag sapit	sapit
pagsibak	pag sibak	sibak
pagsunod	pag sunod	sunod
pagsunog	pag sunog	sunog
pagsuot	pag suot	suot
pagsuplay	pag suplay	suplay
pagsusuri	pag su suri	suri
pagsusuring	pag su suri ng	suri 
pagtaas	pag taas	taas
pagtagas	pag tagas	tagas
pagtagilid	pag tagilid	tagilid
pagtama	pag tama	tama
pagtanggap	pag tanggap	tanggap
pagtanggi	pag tanggi	tanggi
pagtatae	pag ta tae	tae
pagtatanong	pag ta tanong	tanong
pagtatapos	pag ta tapos	tapos
pagtitiyak	pag ti tiyak	tiyak
pagtotroso	pag to troso	troso
pagtulong	pag tulong	tulong
pagwawaldas	pag wa waldas	waldas
pagyanig	pag yanig	yanig
pahalagahan	pa halaga han	halaga 
pahayag	pa hayag	hayag
pahayagan	pa hayag an	hayag 
pahina	pahina	pahina
pahinain	pa hina in	hina 
paketadong	paket a do ng	paket 
pakikipag-ugnayan	pa ki ki pag - ugnay an	ugnay 
palabas	pa labas	labas
palabasin	pa labas in	labas 
palagi	pa lagi	lagi
palalakasin	pa la lakas in	lakas 
Palasyo	Palasyo	Palasyo
palawakin	pa lawak in	lawak 
palengke	palengke	palengke
palibot	pa libot	libot
paligid	paligid	paligid
paliparan	pa lipa<r> an	lipa<r> 
pamahalaan	pamahala an	pamahala 
pamahalaang	pamahala a ng	pamahala 
pamamaga	pa ma maga	maga
pamamagitan	pa ma <m>agitan	<m>agitan
pamamaslang	pa ma <m>aslang	<m>aslang
pamatay	pa ma tay	tay
pamaypay	pa <m>aypay	<m>aypay
pambobomba	pam bo bomba	bomba
pamilihan	pa <m>ili han	<m>ili 
pamilya	pamilya	pamilya
pamilyang	pamilya ng	pamilya 
pampang	pampang	pampang
pampubliko	pam publiko	publiko
Pampublikong	Pam publiko ng	publiko 
pamunas	p am unas	p unas
pana-nakit	pan a - <n>akit	<n>akit
PANAGINIP	PANAGINIP	PANAGINIP
panahon	panahon	panahon
panaklolo	pa <n>aklolo	<n>aklolo
Panaklolo	Pa <n>aklolo	<n>aklolo
pananakot	pan a <n>akot	<n>akot
pananalasa	pa na nalasa	nalasa
pananim	pa <n>anim	<n>anim
panawagan	pan awag an	awag 
Panayam	Panayam	ayam
pang	pang	pang
pang-ayos	pang - ayos	ayos
pang-emerhensya	pang - emerhensya	emerhensya
pang-soccer	pang - soccer	soccer
pangalan	pangalan	pangalan
pangalawa	pan <g>alawa	<g>alawa
Pangalawang	Pan <g>alawa ng	<g>alawa 
pangamba	pa ngamba	ngamba
pangambang	pa ngamba ng	ngamba 
pangangailangan	pa nga <ng>ailangan	<ng>ailangan
panganib	pa nganib	nganib
Panginoon	Panginoon	ginoon
pangkagipitang	pang ka gipit an g	gipit 
pangkat	pangkat	pangkat
pangmedikal	pang medik al	medik
pangtulong	pang tulong	tulong
Pangulo	Pang ulo	ulo
Pangulong	Pang ulo ng	ulo 
pangunahing	pang una hin g	una 
pangwalo	pang walo	walo
pangyayari	pang ya yari	yari
Panibagong	Pan i bago ng	bago 
panig	panig	panig
paningin	pa <n>ingin	<n>ingin
paninisi	pan i <n>isi	<n>isi
panlabas	pan labas	labas
panlalawigan	pan lalawigan	lalawigan
panloloko	pan lo loko	loko
Pansamantalang	Pan samantala ng	samantala 
pansariling	pan sarili ng	sarili 
pansinin	pansin in	pansin 
panulukan	pan ul<u>k an	ul<u>k 
papaano	pa paano	paano
papalaot	pa pa laot	laot
papalapit	pa pa lapit	lapit
papalit	pa palit	palit
papangalanang	pa pangalan an g	pangalan 
papasok	pa pasok	pasok
papauwi	pa pa uwi	uwi
papuntang	pa punta ng	punta 
paputok	pa putok	putok
para	para	para
paraan	paraan	paraan
PARALELISMO	PARALEL ISMO	PARALEL
Parang	Para ng	Para 
Parehas	Parehas	Parehas
parin	parin	parin
parotektahan	parotek ta han	parotek
partikular	partikular	partikular
pasado	pasado	pasado
pasahero	pasahero	pasahero
Pasalamat	Pa salamat	salamat
Pasan	Pasan	Pasan
pasasabugin	pa sa sab<u>g in	sab<u>g 
paso	paso	paso
PASOK	PASOK	PASOK
pasyente	pasyente	pasyente
patag	patag	patag
patay	patay	patay
pati	pati	pati
patuloy	pa tuloy	tuloy
patungo	pa tungo	tungo
patungong	pa tungo ng	tungo 
Paulit-ulit	Pa ulit - ulit	ulit
pawang	pawang	pawang
pawis	pawis	pawis
payo	payo	payo
peligro	peligro	peligro
pelikula	pelikula	pelikula
pera	pera	pera
PERANG	PERA NG	PERA
pero	pero	pero
PERSONIPIKASYON	PERSONIPIKA SYON	PERSONIPIKA 
Pgbgyan	Pg bgyan	bgyan
pidal	pidal	pidal
piliing	pilii ng	pilii 
Pilipinong	Pilipino ng	Pilipino 
Pinagbaba-wal	Pinag ba ba-wal	ba-wal
pinagbabawalan	pinag ba bawal an	bawal 
Pinagbawalan	Pinag bawal an	bawal 
pinagdalhang	pinag dalhan g	dalhan 
pinagkukunan	pinag ku ku<n>a n	ku<n>a 
pinagkukutaan	p in ag ku kuta an	kuta 
pinagtitiwalaan	pinag ti tiwala an	tiwala 
Pinahihintulutan	Pina hi hintul<u>t an	hintul<u>t 
pinaka	pinaka	pinaka
pinakabagong	pinaka bago ng	bago 
pinakamabigat	pinaka ma bigat	bigat
pinakamabisang	pinaka ma bisa ng	bisa 
Pinakamalakas	Pinaka ma lakas	lakas
pinakamalalang	pinaka ma lala ng	lala 
pinakamaraming	pinaka ma <r>ami ng	<r>ami 
pinakamataas	pinaka ma taas	taas
pinakamataong	pinaka ma tao ng	tao 
Pinakamatindi	Pinaka ma tindi	tindi
pinakamatinding	pinaka ma tindi ng	tindi 
pinakamatinding-tinamaan	pinaka ma tindi ng - t in ama an	tindi t ama 
pinalampas	p in a lampas	lampas
pinalikas	p in a likas	likas
pinalubog	p in a lubog	lubog
pinangalanan	p in a ngalan an	ngalan 
pinaniwalaan	p in aniwala an	p aniwala 
Pinaniwalaan	P in aniwala an	P aniwala 
pinapaalalahanan	p in a pa alala han an	p alala
pinasok	p in asok	p asok
pinauwi	p in a uwi	p uwi
pinayagan	p in ayag an	p ayag 
pinayuhan	p in ay<u> han	p ay<u> 
pinoproblemanyo	pi no problema nyo	problema
pinsala	pinsala	pinsala
pinsalanag	pinsala nag	pinsala
pinto	pinto	pinto
PINUNTAHAN	P IN UNTA HAN	P UNTA
Pinunto	P in unto	P unto
pipilitin	pi pilit in	pilit 
‎Pito	‎Pito	‎Pito
pito	pito	pito
pitong	pito ng	pito 
planong	plano ng	plano 
planta	planta	planta
plato	plato	plato
po	po	po
Poblacion	Poblacion	Poblacion
Polillo	Polillo	Polillo
pong	po ng	po 
pook	pook	pook
poong	poon g	poon 
Posible	Posible	Posible
posibleng	posible ng	posible 
poste	poste	poste
pra	pra	pra
praang	praan g	praan 
pres	pres	pres
pribadong	pribado ng	pribado 
probinsiya	probinsiya	probinsiya
probinsya	probinsya	probinsya
probinsyal	probinsya l	probinsy
problema	problema	problema
produksiyon	produk siyon	produk
produkto	produkto	produkto
proyekto	proyekto	proyekto
prutas	prutas	prutas
publiko	publik o	publik
puksain	puksa in	puksa 
pulis	pulis	pulis
pulisya	pulis ya	pulis
pulos	pulos	pulos
pumalaot	p um a laot	laot
pumalo	p um alo	p alo
pumapagitna	p um a pa gitna	gitna
pumasok	p um asok	p asok
pumatay	p um atay	p atay
Pumugang	P um uga ng	P uga 
pumunta	p um unta	p unta
puno	puno	puno
punong-kahoy	puno ng - kahoy	puno kahoy
punongkahoy	puno ng kahoy	puno kahoy
punto	punto	punto
pupukaw	pu pukaw	pukaw
Purok	Purok	Purok
puso	puso	puso
puwede	puwede	puwede
Puwedeng	Puwede ng	Puwede 
puwersa	puwersa	puwersa
pwedeng	pwede ng	pwede 
radar	radar	radar
ramdam	ramdam	ramdam
reaksyon	reak syon	reak 
rebeldeng	rebelde ng	rebelde 
rebelyon	rebel yon	rebel
rehimeng	rehimen g	rehimen 
rehiyon	rehiyon	rehiyon
rehiyonal	rehiyon al	rehiyon l
rekonstruksyon	re konstruk syon	konstruk 
residente	residente	residente
responsable	responsable	responsable
resulta	resulta	resulta
RETORIKAL	RETORIK AL	RETORIK
retrato	retrato	retrato
rin	rin	rin
ring	rin g	rin 
rito	rito	rito
riyan	<r>iyan	<r>iyan
rumesponde	r um esponde	r esponde
ruta	ruta	ruta
Sa	Sa	Sa
sa'yo	sa 'yo	yo
Saan	Saan	Saan
Sabado	Sabado	Sabado
Sabi	Sabi	Sabi
sabihin	sabi hin	sabi 
sagabal	sagabal	sagabal
sahig	sahig	sahig
saka	saka	saka
sakahan	saka han	saka 
sakaling	sakali ng	sakali 
sakay	sakay	sakay
sakit	sakit	sakit
saklolo	saklolo	saklolo
sakop	sakop	sakop
sakristiya	sakristiya	sakristiya
Saksi	Saksi	Saksi
Sakuna	Sakuna	Sakuna
sakunang	sakuna ng	sakuna 
salakayin	salakay in	salakay 
Salamat	Salamat	Salamat
Salin	Salin	Salin
Saliw	Saliw	Saliw
sama	sama	sama
Samak	Samak	Samak
Samantalang	Samantala ng	Samantala 
samin	s amin	amin
sana	sana	sana
sanang	sana ng	sana 
sanay	sanay	sanay
sandali	san dali	dali
Sanga	Sanga	Sanga
sanggol	sanggol	sanggol
sanhi	sanhi	sanhi
sanlibong	san libo ng	libo 
SANTO	SANTO	SANTO
sapagkat	sapagkat	sapagkat
sapatos	sapatos	sapatos
sapitin	sapit in	sapit 
sapul	sapul	sapul
sarado	sara do	sara
sarap	sarap	sarap
sariling	sarili ng	sarili 
sasabihin	sa sabi hin	sabi
sasakyan	sa sakyan	sakyan
sasakyang-dagat	sa sakyan g - dagat	sakyan dagat
sau	sa u	u
segundo	segundo	segundo
sekretarya	sekretarya	sekretarya
semento	semento	semento
sentimetro	sentimetro	sentimetro
sentro	sentro	sentro
senyales	senyales	senyales
serye	serye	serye
si	si	si
sibilyang	sibilyan g	sibilyan 
sigla	sigla	sigla
siguro	siguro	siguro
sigurong	siguro ng	siguro 
sikaping	sikap in g	sikap 
Sila	Sila	Sila
silang	sila ng	sila 
silangan	silang an	silang 
silangang	silang an g	silang 
silid-aralan	silid - aral an	silid - aral 
simbahan	simba han	simba 
simula	si mula	si mula
sina	sina	sina
sinabi	s in abi	s abi
sinabing	s in abi ng	s abi 
sinagot	s in agot	s agot
sinalakay	s in alakay	s alakay
