token	segmentation	root
Masjid	Masjid	Masjid
masker	masker	masker
masyarakat	masyarakat	masyarakat
Mata	Mata	Mata
Matahari	Matahari	Matahari
Materi	Materi	Materi
materil	materil	materil
mati-matian	mati - mati an	mati
maupun	mau pun	mau
Mayat-mayat	Mayat - mayat	mayat
mayur	mayur	mayur
Mbak	Mbak	Mbak
medan	medan	medan
media-media	media - media	media
Medis	Medis	Medis
Meganya	Mega nya	Mega
megaton	megaton	megaton
mei	mei	mei
melacak	me lacak	lacak
melainkan	me lain kan	lain
melakukan	me laku kan	laku
melalui	me lalu i	lalu
melancarkan	me lancar kan	lancar
melanjutkan	me lanjut kan	lanjut
melapisi	me lapis i	lapis
melaporkan	me lapor kan	lapor
melawan	me lawan	lawan
Melayang	Me layang	layang
Melayat	Me layat	layat
Melayu	Melayu	Melayu
melebihi	me lebih i	lebih
Meledak	Me ledak	ledak
meleset	meleset	meleset
meletakkan	me letak kan	letak
meletusnya	me letus nya	letus
melihatnya	melihat nya	melihat
melintasi	me lintas i	lintas
meliputi	me liput i	liput
melisting	me listing	listing
Meluas	Me luas	luas
melukai	me luka i	luka
melumpuhkan	me lumpuh kan	lumpuh
meluncur	me luncur	luncur
Meluruh	Me luruh	luruh
memacu	me <m>acu	<m>acu
memadai	me <m>adai	<m>adai
memadamkan	me <m>adam kan	<m>adam
memadamkannya	me <m>adam kan nya	<m>adam
memadati	me <m>adat i	<m>adat
Memakai	Me <m>akai	<m>akai
memang	memang	memang
memanjang	me <m>anjang	<m>anjang
memantau	me <m>antau	<m>antau
Memasang	Me <m>asang	<m>asang
mematikan	me mati kan	mati
membakar	mem bakar	bakar
membalik	mem balik	balik
membangun	mem bangun	bangun
Membara	Mem bara	bara
membawa	mem bawa	bawa
membenahinya	mem benah i nya	benah
membendung	mem bendung	bendung
membentuk	mem bentuk	bentuk
memberi	mem beri	beri
memberikan	mem beri kan	beri
membuat	mem buat	buat
membuatnya	mem buat nya	buat
membudaya	mem budaya	budaya
Membujuk	Mem bujuk	bujuk
membuka	mem buka	buka
memburu	mem buru	buru
memburuk	mem buruk	buruk
membusuk	mem busuk	busuk
membutuh	mem butuh	butuh
membutuhkan	mem butuh kan	butuh
memecah	me <m>ecah	<m>ecah
memeluk	me <m>eluk	<m>eluk
memenuhi	me <m>enuh i	<m>enuh
memeriksa	me <m>eriksa	<m>eriksa
memetik	me <m>etik	<m>etik
memiliki	me milik i	milik
memilukan	me <m>ilu kan	<m>ilu
memimpin	me <m>impin	<m>impin
memindahkan	me <m>indah kan	<m>indah
memonitor	me monitor	monitor
memorakporandakan	me <m>orakporanda kan	<m>orakporanda
mempercepat	mem per cepat	cepat
memperhitungkan	mem per hitung kan	hitung
memperkuat	mem per kuat	kuat
memperlihatkan	mem per lihat kan	lihat
memperoleh	mem per oleh	oleh
mempidanakan	mem pidana kan	pidana
memprotes	mem protes	protes
memulai	me mulai	mulai
memuncratkan	me muncrat kan	muncrat
memunculkan	me muncul kan	muncul
memungkinkan	me mungkin kan	mungkin
memuntahkan	me muntah kan	muntah
memutuskan	me <m>utus kan	<m>utus
menaburkan	me <n>abur kan	<n>abur
menacapi	me <n>acap i	<n>acap
menahan	me <n>ahan	<n>ahan
menambahkan	me <n>ambah kan	<n>ambah
menampung	me <n>ampung	<n>ampung
menampungnya	me <n>ampung nya	<n>ampung
menandai	me <n>anda i	<n>anda
menang	menang	menang
menangani	me <n>angan i	<n>angan
menanggapi	men anggap i	anggap
menantang	me <n>antang	<n>antang
menarik	me <n>arik	<n>arik
menayangkan	me <n>ayang kan	<n>ayang
mencairkannya	men cair kan nya	cair
mencapai	men capai	capai
mencatat	men catat	catat
mencegah	men cegah	cegah
mencemaskan	men cemas kan	cemas
menceritakan	men cerita kan	cerita
mencerminkan	men cermin kan	cermin
mencolok	men colok	colok
mendapat	men dapat	dapat
mendapatkan	men dapat kan	dapat
mendata	men data	data
mendekat	men dekat	dekat
mendekati	men dekat i	dekat
mendengar	men dengar	dengar
mendesak	men desak	desak
mendeteksi	men deteksi	deteksi
mendirikan	men diri kan	diri
mendistribusikan	men distribusi kan	distribusi
mendoakan	men doa kan	doa
Menemani	Me <n>eman i	<n>eman
menempatkan	me <n>empat kan	<n>empat
menemukan	me <n>emu kan	<n>emu
Menengah	Me <n>engah	<n>engah
Menentukan	Me <n>entu kan	<n>entu
menerbangkan	me <n>erbang kan	<n>erbang
menerjang	me <n>erjang	<n>erjang
menetap	me <n>etap	<n>etap
Menetapkan	Me <n>etap kan	<n>etap
mengaktifkan	meng aktif kan	aktif
mengakui	meng aku i	aku
mengalami	meng alam i	alam
mengalir	meng alir	alir
mengalirnya	meng alir nya	alir
mengalokasikan	meng alokasi kan	alokasi
mengambil	meng ambil	ambil
mengancam	meng ancam	ancam
mengandalkan	meng andal kan	andal
mengapa	mengapa	mengapa
mengarah	meng arah	arah
mengatasi	meng atas i	atas
mengatur	meng atur	atur
mengelilingi	men <g>eliling i	<g>eliling
mengeluarkan	men <g>eluar kan	<g>eluar
mengembangkan	men <g>embang kan	<g>embang
mengenai	mengenai	mengenai
mengenaskan	me ngenas kan	ngenas
Mengering	Men <g>ering	<g>ering
mengetengahkan	me nge tengah kan	tengah
mengetes	meng etes	etes
mengevakuasi	meng evakuasi	evakuasi
menggambarkan	meng gambar kan	gambar
menggapai	meng gapai	gapai
menggarap	meng garap	garap
menggelontorkan	meng gelontor kan	gelontor
menggerakkan	meng gerak kan	gerak
menggerus	meng gerus	gerus
menggunakan	meng guna kan	guna
mengguncang	meng guncang	guncang
menggusur	meng gusur	gusur
menghalangi	meng halang i	halang
menghambat	meng hambat	hambat
menghantam	meng hantam	hantam
menghanyutkan	meng hanyut kan	hanyut
mengharubirukan	meng harubiru kan	harubiru
menghasilkan	meng hasil kan	hasil
menghilang	meng hilang	hilang
menghilangkan	meng hilang kan	hilang
menghimbau	meng himbau	himbau
menghutankan	meng hutan kan	hutan
mengikuti	meng ikut i	ikut
mengindikasikan	meng indikasi kan	indikasi
menginginkan	meng ingin kan	ingin
menginvestigasi	meng investigasi	investigasi
mengirimkan	men <g>irim kan	<g>irim
mengkoneksikan	meng koneksi kan	koneksi
mengontrol	men <g>ontrol	<g>ontrol
mengoptimalkan	meng optimal kan	optimal
mengubah	meng ubah	ubah
mengulas	meng ulas	ulas
mengumpulkan	meng umpul kan	umpul
mengumumkan	meng umum kan	umum
Mengundang	Meng undang	undang
Mengungsi	Meng ungsi	ungsi
mengunjungi	men <g>unjung i	<g>unjung
menguntungkan	meng untung kan	untung
mengurangi	men <g>urang i	<g>urang
mengutamakan	meng utama kan	utama
mengutip	men <g>utip	<g>utip
menikmati	me nikmat i	nikmat
menilai	me nilai	nilai
menimbun	me <n>imbun	<n>imbun
meninggalkan	me <n>inggal kan	<n>inggal
meninggi	me <n>inggi	<n>inggi
Meningkat	Me <n>ingkat	<n>ingkat
meningkatkan	me <n>ingkat kan	<n>ingkat
meningkatnya	me <n>ingkat nya	<n>ingkat
meninjau	me <n>injau	<n>injau
menit	menit	menit
menjadi	men jadi	jadi
menjaganya	men jaga nya	jaga
menjalani	men jalan i	jalan
menjalar	men jalar	jalar
menjauh	men jauh	jauh
menjelang	men jelang	jelang
menjelaskan	men jelas kan	jelas
menolaknya	me <n>olak nya	<n>olak
menolong	me <n>olong	<n>olong
menontonnya	me <n>onton nya	<n>onton
mensterilkan	men steril kan	steril
Menteri	Menteri	Menteri
menuju	me <n>uju	<n>uju
menular	me <n>ular	<n>ular
menumbangkan	me <n>umbang kan	<n>umbang
menumpahkan	me <n>umpah kan	<n>umpah
menumpuk	me <n>umpuk	<n>umpuk
menunaikan	me <n>unai kan	<n>unai
menunggu	me <n>unggu	<n>unggu
menunjukkan	me <n>unjuk kan	<n>unjuk
menuntut	me <n>untut	<n>untut
menurun	me <n>urun	<n>urun
menuruni	me <n>urun i	<n>urun
menurunkan	me <n>urun kan	<n>urun
menurut	me <n>urut	<n>urut
Menurutnya	Me <n>urut nya	<n>urut
Menutup	Me <n>utup	<n>utup
menuturkan	me <n>uturk an	<n>uturk
menyajikan	men <y>aji kan	<y>aji
menyaksikan	men <y>aksi kan	<y>aksi
menyalahkan	men <y>alah kan	<y>alah
menyambut	men <y>ambut	<y>ambut
menyampaikan	men <y>ampai kan	<y>ampai
menyangkut	men <y>angkut	<y>angkut
menyatu	men <y>atu	<y>atu
menyebalkan	men <y>ebal kan	<y>ebal
menyebar	men <y>ebar	<y>ebar
menyediakan	men <y>edia kan	<y>edia
menyelamatkan	men <y>elamat kan	<y>elamat
menyelesaikan	men <y>elesai kan	<y>elesai
menyeluruh	men <y>eluruh	<y>eluruh
menyempit	men <y>empit	<y>empit
menyemprotkan	men <y>emprot kan	<y>emprot
menyentuh	men <y>entuh	<y>entuh
Menyeramkan	Men <y>eram kan	<y>eram
menyerap	men <y>erap	<y>erap
menyerbu	men <y>erbu	<y>erbu
menyeret	men <y>eret	<y>eret
menyimpan	men <y>impan	<y>impan
menyulitkan	men <y>ulit kan	<y>ulit
menyumbat	men <y>umbat	<y>umbat
menyusul	men <y>usul	<y>usul
merah	merah	merah
merasakan	me rasa kan	rasa
Merata	Me rata	rata
mereda	me reda	reda
mereka	mereka	mereka
merekam	me rekam	rekam
merenggut	me renggut	renggut
merenung	me renung	renung
meresapkan	me resap kan	resap
merespon	me respon	respon
meretakkan	me retak kan	retak
merta	merta	merta
merupakan	me rupa kan	rupa
merusak	me rusak	rusak
mesin	mesin	mesin
Meski	Meski	Meski
meskipun	meski pun	meski
meteorologi	meteorologi	meteorologi
meter	meter	meter
miliar	miliar	miliar
milik	milik	milik
mineral	mineral	mineral
minggu	minggu	minggu
minim	minim	minim
Minimal	Minimal	Minimal
Minyak	Minyak	Minyak
misalnya	misal nya	misal
misi	misi	misi
misi-misi	misi - misi	misi
Misteri	Misteri	Misteri
mobil	mobil	mobil
mobilnya	mobil nya	mobil
mobilpun	mobil pun	mobil
MODIS	MODIS	MODIS
Mogok	Mogok	Mogok
monumennya	monumen nya	monumen
morfologi	morfologi	morfologi
Muara	Muara	Muara
muda	muda	muda
mudahan	mudah an	mudah
Mulai	Mulai	Mulai
multi	multi	multi
multinasional	multinasional	multinasional
muncul	muncul	muncul
mungkin	mungkin	mungkin
muntahan	muntah an	muntah
musibah	musibah	musibah
naas	naas	naas
Naga	Naga	Naga
Nama	Nama	Nama
namanya	nama nya	nama
namun	namun	namun
Nantinya	Nanti nya	Nanti
napas	napas	napas
nasehati	nasehat i	nasehat
nasib	nasib	nasib
nasional	nasional	nasional
negara	negara	negara
negatif	negatif	negatif
negeri	negeri	negeri
Negosiasi	Negosiasi	Negosiasi
Neraka	Neraka	Neraka
ngotot	ngotot	ngotot
niat	niat	niat
nilai	nilai	nilai
nomor	nomor	nomor
normal	normal	normal
normalisasi	normalisasi	normalisasi
nuklir	nuklir	nuklir
Nusa	Nusa	Nusa
nyamuk	nyamuk	nyamuk
Nyamuknya	Nyamuk nya	Nyamuk
nyaris	nyaris	nyaris
nyawa	nyawa	nyawa
nyeri	nyeri	nyeri
obat	obat	obat
obat-obatan	obat - obat an	obat
observasi	observasi	observasi
obyek	obyek	obyek
Oktober	Oktober	Oktober
Oleh	Oleh	Oleh
ombak	ombak	ombak
Opak	Opak	Opak
operasi	operasi	operasi
Orang	Orang	Orang
orangtuanya	orang tua nya	orang tua
Organisasi	Organisasi	Organisasi
otonomi	otonomi	otonomi
Pabrik	Pabrik	Pabrik
Pada	Pada	Pada
Padahal	Padahal	Padahal
padat	padat	padat
Pagi	Pagi	Pagi
paham	paham	paham
pahit	pahit	pahit
pakai	pakai	pakai
pakaian	pakai an	pakai
pakar	pakar	pakar
Palem	Palem	Palem
Paling	Paling	Paling
panas	panas	panas
Panci	Panci	Panci
pancing	pancing	pancing
pandemi	pandemi	pandemi
Pangan	Pangan	Pangan
panggilan	panggil an	panggil
Pangkalan	Pangkal an	Pangkal
panik	panik	panik
Panjang	Panjang	Panjang
pantai	pantai	pantai
Pantau	Pantau	Pantau
Para	Para	Para
parah	parah	parah
parahnya	parah nya	parah
parkir	parkir	parkir
partisipatoris	partisipatoris	partisipatoris
Pasalnya	Pasal nya	Pasal
pasar	pasar	pasar
pasca	pasca	pasca
Pasir	Pasir	Pasir
Pasirjambu	Pasir jambu	Pasir jambu
pasokan	pasok an	pasok
Pasti	Pasti	Pasti
Pastikan	Pasti kan	Pasti
patah	patah	patah
patahan	patah an	patah
pauk	pauk	pauk
pecah	pecah	pecah
pegal	pegal	pegal
Pegunungan	Pe gunung an	gunung
pejuang	pe juang	juang
pekan	pekan	pekan
pekatnya	pekat nya	pekat
pekerja	pe kerja	kerja
Pekerjaan	Pe kerja an	kerja
Pelajaran	Pe <l>ajar an	<l>ajar
Pelajaran-pelajaran	Pe <l>ajar an - pe <l>ajar an	<l>ajar
Pelantikan	Pe lantik an	lantik
Pelaporan	Pe lapor an	lapor
pelebaran	pe lebar an	lebar
peluang	pe luang	luang
pelukannya	peluk an nya	peluk
pemadam	pe <m>adam	<m>adam
pemadaman	pe <m>adam an	<m>adam
pemangku	pe <m>angku	<m>angku
pemantauan	pe <m>antau an	<m>antau
pembaca	pem baca	baca
Pembahasan	Pem bahas an	bahas
Pembakar	Pem bakar	bakar
pembalakan	pem balak an	balak
Pembangunan	Pem bangun an	bangun
pembasmi	pem basmi	basmi
pembendungan	pem bendung an	bendung
pemberdayaan	pem berdaya an	berdaya
pemberitaan	pem berita an	berita
pembicaraan	pem bicara an	bicara
pembuktian	pem bukti an	bukti
pembunuh	pem bunuh	bunuh
pembunuhan	pem bunuh an	bunuh
pemeriksaan	pe <m>eriksa an	<m>eriksa
pemetaan	pe <m>eta an	<m>eta
pemetik	pe <m>etik	<m>etik
pemiliknya	pe milik nya	milik
Pemilu	Pemilu	Pemilu
pemindahan	pe <m>indah an	<m>indah
Pemukiman	Pe mukim an	mukim
Penajam	Pe <n>ajam	<n>ajam
penambahan	pe <n>ambah an	<n>ambah
penambangan	pe <n>ambang an	<n>ambang
penampung	pe <n>ampung	<n>ampung
Penanggulangan	Pe <n>anggul a ngan	<n>anggul 
penangkapan	pe <n>angkap an	<n>angkap
penasihat	pe nasihat	nasihat
Pencarian	Pen cari an	cari
Pendahuluan	Pen dahulu an	dahulu
pendataan	pen data an	data
pendek	pendek	pendek
pendeknya	pendek nya	pendek
pendidikan	pen didik an	didik
pendistribusian	pen distribusi an	distribusi
Penduduk	Pen duduk	duduk
penduduknya	pen duduk nya	duduk
pendukungnya	pen dukung nya	dukung
peneliti	pe <n>eliti	<n>eliti
penelitian	pe <n>eliti an	<n>eliti
penelitiannya	pe <n>eliti an nya	<n>eliti
penerangan	pe <n>erang an	<n>erang
penetapan	pe <n>etap an	<n>etap
pengalaman	peng alam an	alam
pengamat	peng amat	amat
penganggaran	peng anggar an	anggar
pengarusutamaan	peng arus utama an	arus
Pengatur	Peng atur	atur
pengaturan	peng atur an	atur
pengedropan	pen gedrop an	gedrop
pengeluaran	pen <g>eluar an	<g>eluar
pengendalian	pen <g>endali an	<g>endali
pengerahan	pen <g>erah an	<g>erah
Pengertian	Pe ngerti an	ngerti
pengetahuan	peng etahu an	etahu
pengevakuasian	peng evakuasi an	evakuasi
Penggilingan	Peng giling an	giling
pengguna	peng guna	guna
penggunaan	peng guna an	guna
penggundulan	peng gundul an	gundul
penghematan	peng hemat an	hemat
penghujan	peng hujan	hujan
penghuninya	peng huni nya	huni
pengukur	peng ukur	ukur
Pengungsi	Peng ungsi	ungsi
pengungsian	peng ungsi an	ungsi
pengurangan	pen <g>urang an	<g>urang
Penjaringan	Pen jaring an	jaring
penjelasan	pen jelas an	jelas
penonton	pe <n>onton	<n>onton
penuh	penuh	penuh
penunjaman	pe <n>unjam an	<n>unjam
penyakit	penyakit	penyakit
Penyebab	Pen <y>ebab	<y>ebab
Penyebabnya	Pen <y>ebab nya	<y>ebab
penyelamatan	pen <y>elamat an	<y>elamat
penyerapan	pen <y>erap an	<y>erap
Penyumbang	Pen <y>umbang	<y>umbang
penyumbatan	pen <y>umbat an	<y>umbat
penyusunan	pen <y>usun an	<y>usun
peradaban	per adab an	adab
perahu	perahu	perahu
perairan	per air an	air
Perak	Perak	Perak
perasaan	pe rasa an	rasa
perawat	pe rawat	rawat
perbedaan	per beda an	beda
perbukitan	per bukit an	bukit
perdagangan	per dagang an	dagang
perdamaian	per damai an	damai
Perdana	Perdana	Perdana
perdebatan	per debat an	debat
pereda	pe reda	reda
perencanaan	pe rencana an	rencana
perhatian	per hati an	hati
peringatan	per ingat an	ingat
perioda	perioda	perioda
periode	periode	periode
periodik	periodik	periodik
perjalanan	per jalan an	jalan
perjalanannya	per jalan an nya	jalan
perkara	perkara	perkara
perkebunan	per kebun an	kebun
Perkembangan	Per kembang an	kembang
perkiraan	per kira an	kira
perkotaan	per kota an	kota
Perlahan	Per lahan	lahan
perlengakapan	per lengakap an	lengakap
Perlindungan	Per lindung an	lindung
Permai	Permai	Permai
permainan	per main an	main
permesinan	per mesin an	mesin
pernah	pernah	pernah
pernyataan	per nyata an	nyata
perpindahan	per pindah an	pindah
perputaran	per putar an	putar
pers	pers	pers
persediaan	per sedia an	sedia
persen	persen	persen
persentasenya	persen tase nya	persen
Perserikatan	Per serikat an	serikat
persiapan	per siap an	siap
persinggahan	per singgah an	singgah
persoalan	per soal an	soal
pertama	pertama	pertama
pertemuan	per temu an	temu
pertengahan	per tengah an	tengah
perubahan	per ubah an	ubah
Perumahan	Pe rumah an	rumah
perut	perut	perut
Perwakilan	Per wakil an	wakil
pesawat	pesawat	pesawat
Pesing	Pesing	Pesing
petani	petani	petani
petik	petik	petik
petinggi-petinggi	petinggi - petinggi	petinggi
petir	petir	petir
Petugas	Pe tugas	tugas
pihak	pihak	pihak
pihaknya	pihak nya	pihak
pilar	pilar	pilar
Pilihan	Pilih an	Pilih
pimpin	pimpin	pimpin
Pinang	Pinang	Pinang
pindah	pindah	pindah
pinggir	pinggir	pinggir
pinggiran	pinggir an	pinggir
pintu	pintu	pintu
plastik	plastik	plastik
pohon	pohon	pohon
Polisi	Polisi	Polisi
politik	politik	politik
politisasi	politisasi	politisasi
polutan	polut an	polut
pompa	pompa	pompa
pondasi	pondasi	pondasi
Pondok	Pondok	Pondok
populasi	populasi	populasi
porak-poranda	porak - poranda	porak - poranda
pos	pos	pos
posisi	posisi	posisi
potensi	potensi	potensi
potensialnya	potensial nya	potensial
Potret	Potret	Potret
pragmatis	pragmatis	pragmatis
prakiraan	pra kira an	kira
praktik	praktik	praktik
Pramugari	Pramugari	Pramugari
Prasarana	Pra sarana	sarana
pria	pria	pria
prihatin	prihatin	prihatin
Prioritas	Prioritas	Prioritas
produk	produk	produk
produksi	produksi	produksi
produsen	produsen	produsen
Program	Program	Program
proses	proses	proses
proyek	proyek	proyek
puas	puas	puas
publik	publik	publik
pula	pula	pula
Pulau	Pulau	Pulau
puluhan	puluh an	puluh
puncak	puncak	puncak
Purba	Purba	Purba
purnama	purnama	purnama
pusat	pusat	pusat
Puskesmas	Puskesmas	Puskesmas
putih	putih	putih
Putra	Putra	Putra
putri	putri	putri
putus	putus	putus
rabu	rabu	rabu
radiasi	radiasi	radiasi
radikal	radikal	radikal
radius	radius	radius
Raja	Raja	Raja
rakyat	rakyat	rakyat
ramai	ramai	ramai
rangka	rangka	rangka
rangkaian	rangkai an	rangkai
Ransel	Ransel	Ransel
rasa	rasa	rasa
rasakan	rasa kan	rasa
rata-rata	rata - rata	rata
ratus	ratus	ratus
Ratusan	Ratus an	Ratus
raya	raya	raya
Redaksi	Redaksi	Redaksi
Rekahan	Rekah an	Rekah
rekaman	rekam an	rekam
rekayasa	rekayasa	rekayasa
Reklamasi	Reklamasi	Reklamasi
Rekonstruksi	Re konstruksi	konstruksi
rekor	rekor	rekor
relatif	relatif	relatif
Relawan	Rela wan	Rela
relokasi	re lokasi	lokasi
rencana	rencana	rencana
Rencanakan	Rencana kan	Rencana
Rendam	Rendam	Rendam
rentan	rentan	rentan
rentang	rentang	rentang
Republik	Republik	Republik
Republika	Republika	Republika
Ribu	Ribu	Ribu
ribuan	ribu an	ribu
ribut	ribut	ribut
Rilis	Rilis	Rilis
rincian	rinci an	rinci
ringan	ringan	ringan
Riski	Riski	Riski
roboh	roboh	roboh
royong	royong	royong
Ruang	Ruang	Ruang
Ruas	Ruas	Ruas
rubuh	rubuh	rubuh
rumah	rumah	rumah
runtuh	runtuh	runtuh
runtuhnya	runtuh nya	runtuh
rupanya	rupa nya	rupa
rupiah	rupiah	rupiah
rusaknya	rusak nya	rusak
rute	rute	rute
Sabtu	Sabtu	Sabtu
saja	saja	saja
Saking	Saking	Saking
Sakti	Sakti	Sakti
salah	salah	salah
salahsatunya	salah satu nya	satu
Salam	Salam	Salam
salat	salat	salat
salju	salju	salju
saluran	salur an	salur
Salurkan	Salur kan	Salur
sama-sama	sama - sama	sama
sambungan	sambung an	sambung
Sampai	Sampai	Sampai
sampel	sampel	sampel
samping	samping	samping
Samudera	Samudera	Samudera
Samudra	Samudra	Samudra
sandang	sandang	sandang
Sangat	Sangat	Sangat
sangatlah	sangat lah	sangat
Santunan	Santun an	Santun
sarang	sarang	sarang
Satelit	Satelit	Satelit
satu-satunya	satu - satu nya	satu
sawit	sawit	sawit
Saya	Saya	Saya
SAYANG	SAYANG	SAYANG
sayangnya	sayang nya	sayang
sayatan	sayatan	sayatan
sayur	sayur	sayur
Sebabnya	Sebab nya	Sebab
sebagai	se bagai	bagai
sebagaimana	se bagai mana	bagai
sebagian	se bagi an	bagi
sebaliknya	se balik nya	balik
sebanyak	se banyak	banyak
Sebaran	Sebar an	Sebar
Sebarkan	Sebar kan	Sebar
sebatas	se batas	batas
sebelahnya	se belah nya	belah
sebelum	se belum	belum
sebelumnya	se belum nya	belum
sebenarnya	se benar nya	benar
seberat	se berat	berat
Sebuah	Se buah	buah
sebutkan	sebut kan	sebut
Secara	Se cara	cara
Sedang	Sedang	Sedang
Sedangkan	Sedang kan	Sedang
sedemikian	se demikian	demikian
sedih	sedih	sedih
sedikit	sedikit	sedikit
sedikitnya	sedikit nya	sedikit
segelintir	se gelintir	gelintir
Segera	Segera	Segera
segitu	segitu	segitu
Segmen	Segmen	Segmen
sehari-hari	se hari - hari	hari
seharian	se hari an	hari
seharusnya	se harus nya	harus
sejak	sejak	sejak
sejarah	sejarah	sejarah
Sejumlah	Se jumlah	jumlah
Sejurus	Se jurus	jurus
sekaligus	se kali gus	kali
sekalipun	sekali pun	sekali
sekarang	sekarang	sekarang
seketika	se ketika	ketika
Sekitar	Sekitar	Sekitar
sekolah	sekolah	sekolah
sekretaris	sekretaris	sekretaris
selagi	se lagi	lagi
Selain	Se lain	lain
Selama	Se lama	lama
selamat	selamat	selamat
Selandia	Selandia	Selandia
Selanjutnya	Se lanjut nya	lanjut
Selat	Selat	Selat
Selatan	Selatan	Selatan 
selatan-tengah	selatan - tengah	selatan - tengah
selayaknya	se layak nya	layak
selesai	selesai	selesai
semacam	se macam	macam
semakin	se makin	makin
semalam	se malam	malam
sembari	sembari	sembari
sembilan	sembilan	sembilan
sementara	sementara	sementara
Seminari	Seminari	Seminari
seminggu	se minggu	minggu
Semisal	Se misal	misal
semoga	se moga	moga
Sempat	Sempat	Sempat
Sempet	Sempet	Sempet
sempurna	sempurna	sempurna
semua	semua	semua
semula	se mula	mula
senada	se nada	nada
sendiri	sen diri	diri
sendiri-sendiri	sen diri - sen diri	diri
senilai	se nilai	nilai
Senin	Senin	Senin
senjata	senjata	senjata
seolah	se olah	olah
sepanjang	se panjang	panjang
sepekan	se pekan	pekan
seperempat	se per empat	empat
September	September	September
Sepuluh	Sepuluh	Sepuluh
Serampah	Se rampah	rampah
serangga	serangga	serangga
serangkaian	se rangkai an	rangkai
serapan	serap an	serap
seratus	se ratus	ratus
sergapan	sergap an	sergap
sering	sering	sering
serta	serta	serta
serta-merta	serta - merta	serta
serupa	se rupa	rupa
Sesaat	Se saat	saat
Sesar	Sesar	Sesar
sesuai	sesuai	sesuai
sesuatu	se suatu	suatu
setahun	se tahun	tahun
setara	setara	setara
setelah	setelah	setelah
setelahnya	se telah nya	telah
setempat	se tempat	tempat
setengah	se tengah	tengah
setinggi	se tinggi	tinggi
seusai	se usai	usai
sholat	sholat	sholat
sia-sia	sia - sia	sia
Siaga	Siaga	Siaga
siap	siap	siap
sibuk	sibuk	sibuk
sifatnya	sifat nya	sifat
siklus	siklus	siklus
silahkan	silahkan	silahkan
silam	silam	silam
simak	simak	simak
sinergi	sinergi	sinergi
singkat	singkat	singkat
Sinyal	Sinyal	Sinyal
sirine	sirine	sirine
sisa-sisa	sisa - sisa	sisa
sisi	sisi	sisi
sistematis	sistematis	sistematis
Siswa	Siswa	Siswa
Situs	Situs	Situs
skenario	skenario	skenario
Soalnya	Soal nya	Soal
Solusi	Solusi	Solusi
sore	sore	sore
sorotan	sorot an	sorot
sosial	sosial	sosial
spesifik	spesifik	spesifik
stabil	stabil	stabil
staf	staf	staf
stasiun	stasiun	stasiun
status	status	status
Statusnya	Status nya	Status
strategis	strategis	strategis
Struktur	Struktur	Struktur
suaka	suaka	suaka
Suara	Suara	Suara
suatu	suatu	suatu
Subuh	Subuh	Subuh
Suci	Suci	Suci
Sudah	Sudah	Sudah
sukses	sukses	sukses
sulit	sulit	sulit
sumber	sumber	sumber
sumber-sumber	sumber - sumber	sumber
sumur	sumur	sumur
Sungai	Sungai	Sungai
supaya	supaya	supaya
Surut	Surut	Surut
survei	survei	survei
Survey	Survey	Survey
susah	susah	susah
susun	susun	susun
swadaya	swadaya	swadaya
syaraf	syaraf	syaraf
syarat	syarat	syarat
tabah	tabah	tabah
tadi	tadi	tadi
tahan	tahan	tahan
tahap	tahap	tahap
Tahu	Tahu	Tahu
tahunan	tahun an	tahun
tak	tak	tak
takdir	takdir	takdir
takut	takut	takut
tamah	tamah	tamah
Taman	Taman	Taman
tambah	tambah	tambah
tambahan	tambah an	tambah
Tambang	Tambang	Tambang
tanah	tanah	tanah
tanaman	tanam an	tanam
tanda-tanda	tanda - tanda	tanda
Tangan	Tangan	Tangan
tanggap	tanggap	tanggap
tangguh	tangguh	tangguh
Tanggul	Tanggul	Tanggul
tangker	tangker	tangker
tanjung	tanjung	tanjung
Tanpa	Tanpa	Tanpa
Tantangannya	Tantang an nya	Tantang
Tapi	Tapi	Tapi
target	target	target
tatkala	tat kala	kala
tebalnya	tebal nya	tebal
teh	teh	teh
tekanan	tekan an	tekan
teknisi	teknisi	teknisi
tektonik	tektonik	tektonik
tekukan-tekukan	tekuk an - tekuk an	tekuk
telat	telat	telat
telepon	telepon	telepon
televisi	televisi	televisi
teluk	teluk	teluk
teman-teman	teman - teman	teman
Tembok-tembok	Tembok - tembok	tembok
Tempa	Tempa	Tempa
tempat	tempat	tempat
Tempo	Tempo	Tempo
temui	temu i	temu
Tenaga	Tenaga	Tenaga
tenda	tenda	tenda
tenda-tenda	tenda - tenda	tenda
tengah	tengah	tengah
Tenggara	Tenggara	Tenggara
tenggelam	tenggelam	tenggelam
Tentang	Tentang	Tentang
tentara	tentara	tentara
tentu	tentu	tentu
teori	teori	teori
tepat	tepat	tepat
tepi	tepi	tepi
terakhir	ter akhir	akhir
teraktif	ter aktif	aktif
terakumulasi	ter akumulasi	akumulasi
terang	terang	terang
Terasa	Te rasa	rasa
teratak	teratak	teratak
teratur	ter atur	atur
Terbaik	Ter baik	baik
terbakar	ter bakar	bakar
terbaru	ter baru	baru
terbatas	ter batas	batas
Terbawa	Ter bawa	bawa
terbebas	ter bebas	bebas
terbelah	ter belah	belah
terbentuknya	ter bentuk nya	bentuk
Terbesar	Ter besar	besar
Tercatat	Ter catat	catat
terdaftar	ter daftar	daftar
terdalam	ter dalam	dalam
