token	segmentation	root
kuzisaidia	ku zi saidi a	saidi
kuzuiliwa	ku zui liw a	zui
kuzuka	ku zuk a	zuk
kuzuwia	ku zuwi a	zuwi
KWA	KWA	KWA
kwake	kw a ke	kw 
kwamba	kwamba	kwamba
kwangu	kw angu	angu
kwanza	kwanza	kwanza
kwao	kwao	kwao
kwasababu	kwa sababu	sababu
Kwenda	Kw end a	end
kwenye	kw enye	enye
Kwesi	Kwesi	Kwesi
la	la	la
laki	laki	laki
lasimamishwa	la simam ish w a	simam
latangazwa	la tangaz w a	tangaz
lazikumba	la zi kumb a	kumb
lengo	leng o	leng
lenye	l enye	enye
letu	l etu	etu
likikumbwa	li ki kumb w a	kumb
likitoa	li ki to a	to
lile	li le	le
liliahidi	li li ahidi	ahidi
lilieleza	li li elez a	elez
lilielezea	li li elez e a	elez
lilifunguliwa	li li fungu liw a	fungu
lilihisiwa	li li hisi w a	hisi
lilikanusha	li li kanu sh a	lkanu
lililoathirika	li li lo athir ik a	athir
lililoathiriwa	li li lo athiri w a	athiri
lililoikumba	li li lo i kumb a	kumb
lililokumba	li li lo kumb a	kumb
lililolikumba	li li lo li kumb a	kumb
lililopita	li li lo pit a	pit
lililotokea	li li lo tok e a	tok
liliongeza	li li ongez a	ongez
lilipitisha	li li pit ish a	pit
lilipokamilika	li li po kamil ik a	kamil
lilipopiga	li li po pig a	pig
liliripotiwa	li li ripoti w a	ripoti
lilisababisha	li li sabab ish a	sabab
lilisitukiza	li li situk iz a	situk
lilitikisa	li li tikis a	tikis
limefunga	li me fung a	fung
limehudhuriwa	li me hudhuri w a	hudhuri
limekaukiwa	li me kauki w a	kauki
limekiri	li me kiri	kiri
limenusurika	li me nusur ik a	nusur
limepata	li me pat a	pat
limepeleka	li me pelek a	pelek
limepokea	li me poke a	poke
limeripoti	li me ripoti	ripoti
limesababisha	li me sabab ish a	sabab
limesema	li me sem a	sem
limetahadharisha	li me ta hadhar ish a	hadhar
limetikisa	li me tikis a	tikis
linakumbwa	li na kumb w a	kumb
linalenga	li na leng a	leng
linalotoa	li na lo to a	to
linalouza	li na lo uz a	uz
linalovumilia	li na lo vumil i a	vumil
linalozingira	li na lo zingir a	zingir
linamfanyia	li na m fany i a	fany
linamilikiwa	li na miliki w a	miliki
linapambana	li na pamban a	pamban
linapita	li na pit a	pit
linasafirisha	li na safir ish a	safir
lingine	li ngine	ngine
lipo	li po	po
lishe	lishe	lishe
lisilo	li si lo	lo
lisitukute	li si tu kut e	kut
litaitisha	li ta i tish a	tish
litakalo	li ta ka lo	ka
lote	l ote	ote
lugha	lugha	lugha
Lyassa	Lyassa	Lyassa
maadili	ma adili	adili
maafa	ma afa	afa
Maafisa	Ma afisa	afisa
maambukizo	ma ambu k iz o	ambu
Maamuzi	Ma amu z i	amu
mabadiliko	ma badili ko	badili
mabanda	ma banda	banda
mabati	ma bati	bati
mabaya	ma baya	baya
mabomba	ma bomba	bomba
mabonde	ma bonde	bonde
mabondeni	ma bonde ni	bonde
machafu	ma chafu	chafu
machozi	ma chozi	chozi
madai	ma dai	dai
madaktari	ma daktari	daktari
madhubuti	madhubuti	madhubuti
Madini	Ma dini	dini
madirisha	ma dirisha	dirisha
madogo	ma dogo	dogo
Maduka	Ma duka	duka
madukani	ma duka ni	duka
Maelezo	Ma elez o	elez
maelfu	ma elfu	elfu
Maendeleo	Ma endele o	endele
Maeneo	Ma eneo	eneo
Mafuriko	Ma fur ik o	fur
Magari	Ma gari	gari
magharibi	magharibi	magharibi
maghorofa	ma ghorofa	ghorofa
Magonjwa	Ma gonjwa	gonjwa
magunia	ma gunia	gunia
Mahakama	Ma hakama	hakama
mahali	mahali	mahali
mahitaji	ma hitaji	hitaj
mahojiano	ma hoji a no	hoji 
mahususi	ma hususi	hususi
maisha	maisha	maisha
maiti	maiti	maiti
Majanga	Ma janga	janga
majeraha	ma jeraha	jeraha
MAJERUHI	MA JERUHI	JERUHI
majiji	ma jiji	jiji
majimaji	maji maji	maji
majimbo	ma jimbo	jimbo
Majina	Ma jina	jina
majivu	ma jivu	jivu
majuma	ma juma	juma
makadirio	ma kadiri o	kadiri
makali	ma kali	kali
makambi	ma kambi	kambi
Makampuni	Ma kampuni	kampuni
makazi	ma kazi	kazi
makontena	ma kontena	kontena
Makumi	Ma kumi	kumi
makundi	ma kundi	kundi
Makuti	Ma kuti	kuti
makwao	ma kwa o	kwa
mama	mama	mama
mamake	mama ke	mama
Mambo	M ambo	ambo
mamia	ma mia	mia
mamilioni	ma milioni	milioni
Mamlaka	Mamlaka	Mamlaka
manane	ma nane	nane
maneno	ma neno	neno
Manispaa	Manispaa	Manispaa
manusura	ma nusur a	nusur
Maofisa	Ma ofisa	ofisa
maongezi	ma ongez i	ongez
Maoni	Ma oni	oni
mapaa	ma paa	paa
Mapema	Mapema	Mapema
mapipa	ma pipa	pipa
Maporomoko	Ma poromok o	poromok
mapumziko	ma pumz ik o	pumz
mapya	mapya	mapya
Mara	Mara	Mara
maradhi	maradhi	maradhi
maradufu	mara dufu	mara
marefu	ma refu	refu
marehemu	marehemu	marehemu
maripota	ma ripota	ripota
marufuku	marufuku	marufuku
Masabubu	Ma sabubu	sabubu
mashahidi	ma shahidi	shahidi
mashamba	ma shamba	shamba
Mashariki	Mashariki	Mashariki
masharti	ma sharti	sharti
Mashirika	Ma shirika	shirika
mashua	ma shua	shua
mashuhuri	mashuhuri	mashuhuri
mashuleni	ma shule ni	shule
Masika	Masika	Masika
masikio	ma siki o	siki
maskini	maskini	maskini
masomo	ma somo	somo
matatizo	ma tati zo	tati
matatu	ma tatu	tatu
matawi	ma tawi	tawi
matayarisho	ma tayar ish o	tayar
Mateka	Ma tek a	tek
Matetemeko	Ma tetem ek o	tetem
matibabu	ma tibabu	tibabu
matope	ma tope	tope
matumaini	ma tumai ni	tumai
matumizi	matumizi	matumizi
matunda	ma tunda	tunda
maumivu	ma umi vu	umi vu
mavazi	ma vazi	vazi
mazao	ma za o	za
mazishi	mazishi	mazishi
maziwa	ma ziwa	ziwa
mbingu	mbingu	mbingu
mbuga	mbuga	mbuga
Mbunge	M bunge	bunge
mbwa	mbwa	mbwa
mchanga	m changa	changa
mchango	m chango	chango
mchele	m chele	chele
Mchumi	M chumi	chumi
meli	meli	meli
Meneja	Meneja	Meneja
meza	meza	meza
Mfalme	M falme	falme
Mfano	M fano	fano
mfululizo	m fululizo	fululizo
mfupi	m fupi	fupi
Mganga	M ganga	ganga
mgodi	m godi	godi
mgonjwa	m gonjwa	gonjwa
mhandisi	m handisi	handisi
mia	mia	mia
Miaka	Mi aka	aka
miembe	mi embe	embe
mienendo	mi enend o	enend
miezi	mi ezi	ezi
mifano	mi fano	fano
mifuko	mi fuko	fuko
migodi	mi godi	godi
miguu	mi guu	guu
miili	mi ili	ili
Miji	Mi ji	ji
mikali	mi kali	li
mikoa	mi koa	koa
Mikofu	Mi kofu	kofu
mikononi	mi kono ni	kono
mikurupuko	mi kurupu ko	kurupu
mikutano	mi kuta no	kuta
milima	mi lima	lima
milipuko	mi li puko	puko
millioni	millioni	millioni
Mimi	Mimi	Mimi
minajili	minajili	minajili
mingineyo	mi ngine yo	ngine
minne	mi nne	nne
mipakani	mi paka ni	paka
mipango	mi pang o	pang
Misaada	Mi saada	saada
misheni	misheni	misheni
misimamo	mi simam o	simam
misimu	mi simu	simu
MISITU	MI SITU	SITU
mitaa	mi taa	taa
mitaani	mi taa ni	taa
mitambo	mi tamb o	tamb
mitandao	mi tanda o	tanda
mitano	mi tano	tano
mitaro	mi taro	taro
miteremko	mi teremk o	teremk
miti	mi ti	ti
mito	mi to	to
mitumbwi	mi tumbwi	tumbwi
miundo	mi und o	und
miundombinu	mi und o mbinu	und
mizoga	mi zoga	zoga
Mjini	M ji ni	ji
mkasa	m kasa	sa
Mkazi	M kazi	kazi
Mkinga	M kinga	kinga
mkoa	m koa	koa
Mkoani	M koa ni	koa
mkongwe	m kongwe	kongwe
mkulima	m ku lima	lima
Mkurugenzi	M kurugenzi	kurugenzi
Mkutano	M kutano	kutano
mlima	m lima	lima
Mlipuko	M lipuk o	lipuk
Mmoja	M moja	moja
mnachokiamini	m na cho ki amini	amini
Mnamo	Mnamo	Mnamo
mnamo	m namo	namo
Mojawapo	Moja wa po	Mojapo
mosi	mosi	mosi
MOTO	M OTO	OTO
Mpaka	M paka	paka
Mpunga	M punga	punga
MPYA	M PYA	PYA
mraba	m raba	raba
mratibu	m ratibu	ratibu
mrefu	m refu	refu
Msaidizi	M saidi zi	saidi
msalaba	m salaba	salaba
mshauri	m shauri	shauri
msiba	m siba	siba
MSIMU	M SIMU	SIMU
Msingi	M singi	singi
msiwe	m si we	we
Mstaafu	M staafu	staafu
Msumbiji	Msumbiji	Msumbiji
Mtaalam	M taalam	taalam
Mtailandi	M tailandi	tailandi
Mtama	Mtama	Mtama
Mtanzania	M tanzania	tanzania
MTAWALA	M TAWALA	TAWALA
Mteja	M teja	teja
mtendaji	m tend aji	tend
mtikisiko	m tikis ik o	tikis
mtoto	m toto	toto
Mtu	M tu	tu
Mtumie	M tum i e	tum
Mtuwa	M tuwa	tuwa
muathirika	mu athir ik a	athir
mumuunge	mu mu unge	unge
muziki	muziki	muziki
mvua	mvua	mvua
mvutano	m vuta no	vuta 
mwakani	m w aka ni	aka
mwakilishi	mwa kilishi	kilishi
mwananchi	m wana nchi	wana
Mwanaume	M wanaume	wanaume
mwandishi	mw andi<sh> i	andi<sh>
Mwandishi	Mw andi<sh> i	andi<sh>
mwangalifu	mw a ngali fu	ngali
mwao	m wa o	wa
Mwekundu	Mw ekundu	ekundu
Mwelekeo	Mw eleke o 	eleke
mwenendo	mw enend o	enend
mwenyewe	mw enyewe	enyewe
mwezi	mw ezi	ezi
mwilini	mwili ni	mwili
mwingi	mw ingi	ingi
mwingine	mw ingine	ingine
mwisho	mw ish o	ish
mwishoni	mw ish o ni	ish
mwito	mw ito	ito
mzozo	m zozo	zozo
Mzunguko	M zunguk o	zunguk
mzunguko	m zunguk o	zunguk
mzuri	m zuri	zuri
na	na	na
nacho	na cho	cho
Nadhani	Na dhan i	dhan
nafasi	nafasi	nafasi
nafikiri	na fikir i	fikir
nakutoa	na ku to a	to
nakwenda	na kw end a	end
namna	namna	namna
nane	nane	nane
nanyi	na nyi	nyi
nao	na o	o
Nashauri	Na shauri	shauri
nasimamia	na simam i a	simam
Nawaomba	Na wa omb a	omb
naye	na ye	ye
Nchi	Nchi	Nchi
Nchini	Nchi ni	Nchi
ndefu	nd efu	efu
Ndege	N dege	dege
ndilo	ndi lo	lo
ndio	ndi o	o
ndivyo	ndi vyo	vyo
ndiyo	ndi yo	yo
ndoa	ndoa	ndoa
ndugu	ndugu	ndugu
ngamia	ngamia	ngamia
ngazi	ngazi	ngazi
Ngoma	Ngoma	Ngoma
ngumu	ngumu	ngumu
ni	ni	ni
nia	ni a	a
nichukue	ni chuku e	chuku
nilichukua	ni li chuku a	chuku
nilikuwa	ni li kuw a	kuw
nilipata	ni li pat a	pat
niliposikia	ni li po siki a	siki
nilisema	ni li sem a	sem
nilisikia	ni li siki a	siki
Nilitaka	Ni li tak a	tak
Nilitamani	Ni li tama ni	tama
Nimepigana	Ni me pig an a	pig
Nimepigania	Ni me pig an i a	pig
Nimepoteza	Ni me pot ez a	pot
nimetoka	ni me tok a	tok
ninachokiamini	ni na cho ki amini	amini
NINAWAOMBEA	NI NA WA OMB E A	OMB
ninyi	ninyi	nyi
nisifanye	ni si fany e	fany
nitaiomba	ni ta i omb a	omb
Nitasema	Ni ta sem a	sem
njaa	njaa	njaa
njama	njama	njama
nje	nje	nje
njia	njia	njia
njiani	njia ni	njia
Nusu	Nusu	Nusu
nyasi	nyasi	nyasi
nyeupe	ny eupe	eupe
nyingi	ny ingi	ingi
nyuklia	nyuklia	nyuklia
nyuma	ny uma	uma
nyusi	ny usi	usi
nyuzi	ny uzi	uzi
nzima	n zima	zima
nzuri	n zuri	zuri
ofisi	ofisi	ofisi
Oktoba	Oktoba	Oktoba
Ongezeko	Ongez ek o	Ongez
onyo	onyo	onyo
orodha	orodha	orodha
pabaya	pa baya	baya
pale	pa le	le
pamba	pamb a	pamb
pamoja	pamoja	pamoja
pande	pande	pande
Parasitolijia	Parasitolijia	Parasitolijia
Pembe	Pembe	Pembe
penye	p enye	enye
Pesa	Pesa	Pesa
petroli	petroli	petroli
picha	picha	picha
pichani	picha ni	picha
pili	pili	pili
pole	pole	pole
POLENI	POLE NI	POLE
Posta	Posta	Posta
pwani	pwani	pwani
rais	rais	rais
rambirambi	rambi rambi	rambi
Rasi	Rasi	Rasi
rasmi	rasmi	rasmi
redio	redio	redio
ripoti	ripoti	ripoti
riziki	riziki	riziki
robo	robo	robo
rudi	rudi	rudi
Rufaa	Rufaa	Rufaa
runinga	runinga	runinga
saa	saa	saa
safari	safari	safari
sakafu	sakafu	sakafu
salama	salama	salama
samaki	samaki	samaki
Same	Same	Same
SANA	SANA	SANA
Sasa	Sasa	Sasa
satelaiti	satelaiti	satelaiti
Sauti	Sauti	Sauti
sawa	sawa	sawa
Sehemu	Sehemu	Sehemu
sekta	sekta	sekta
sembuse	sembuse	sembuse
sentigredi	sentigredi	sentigredi
Sera	Sera	Sera
Shaka	Shaka	Shaka
shambani	shamba ni	shamba
Shambulio	Shambuli o	Shambuli
shehena	shehena	shehena
sheria	sheria	sheria
Shimoni	Shimo ni	Shimo
Shirika	Shirika	Shirika
shule	shule	shule
shuleni	shule ni	shule
si	si	si
sigara	sigara	sigara
sijui	si ju i	ju
Sikiliza	Siki li z a	Siki
Siku	Siku	Siku
siku	siku	siku
SILAHA	SILAHA	SILAHA
simamieni	simam i en i	simam
simiyu	simiyu	simiyu
simu	simu	simu
sina	si na	na
sio	si o	si
sita	sita	sita
sitini	sitini	sitini
sivyo	si vyo	vyo
Soko	Soko	Soko
sokoni	soko ni	soko
SOMA	SOM A	SOM
Taarifa	Taarifa	Taarifa
taasisi	taasisi	taasisi
Taassisi	Taassisi	Taassisi
taathira	taathira	taathira
TAIFA	TAIFA	TAIFA
tajiri	tajiri	tajiri
taka	taka	taka
takriban	takriban	takriban
Takwimu	Takwimu	Takwimu
tamaa	tamaa	tamaa
tamaduni	tamaduni	tamaduni
tambarare	tambarare	tambarare
TANGAZO	TANG A ZO	TANG
tani	tani	tani
tarafa	tarafa	tarafa
Tarafani	Tarafa ni	Tarafa
tathmini	tathmini	tathmini
tatizo	tatiz o	tatiz
tatu	tatu	tatu
Tawala	Tawala	Tawala
Tawi	Tawi	Tawi
tegemeo	tegem e o	tegem
televisheni	televisheni	televisheni
Tenga	Tenga	Tenga
tete	tete	tete
thamani	thamani	thamani
themanini	themanini	themanini
tiba	tiba	tiba
Ticino	Ticino	Ticino
timu	timu	timu
tisa	tisa	tisa
TISHIO	TISH IO	TISH
tofauti	tofauti	tofauti
TOKA	TOK A	TOK
tu	tu	tu
tuendelee	tu endele e	endele
tufani	tufani	tufani
Tuhamasishane	Tu hamas ish an e	hamas
tuitulize	tu i tuli ze	tuli
tukawatembelea	tu ka wa tembele a	tembele
Tukio	Tukio	Tukio
tuliingia	tu li ingi a	ingi
tuliona	tu li on a	on
tumekabili	tu me kabili	kabili
tumekitoa	tu me ki to a	to
tumeona	tu me on a	on
tumetuma	tu me tum a	tum
tumewasiliana	tu me wasili an a	wasilia
tumeweka	tu me wek a	wek
Tuna	Tu na	na
tunalazimika	tu na lazim ik a	lazim
Tunaomba	Tu na omb a	omb
tunapewa	tu na p<e> w a	p<e>
tunashukuru	tu na shukuru	shukuru
Tunasikitikia	Tu na sikitiki a	sikitiki
Tunatazamia	Tu na tazam i a	tazama
tutaendelea	tu ta endele a	endele
tutawaletea	tu ta wa let e a 	let
tutulie	tu tuli e	tuli
uadilifu	u adili fu	adili
uangalifu	u angali fu	angali
uangalizi	u angali zi	angali
ubakaji	u baka ji	baka ji
uchache	u chache	chache
uchafuzi	u chafu zi	chafu
uchaguzi	u chagu zi	chagu
Uchambuzi	U chambu zi	chambu
Ufa	U fa	fa
Ufaransa	U faransa	faransa
Ufilipino	U filipino	filipino
ufupi	u fupi	fupi
ugonjwa	u gonjwa	gonjwa
ugumu	u gumu	gumu
uhamasishaji	u hamasish aji	hamasish
uharibifu	u harib i fu	harib
Uhispania	U hispania	hispania
Uholanzi	U holanzi	holanzi
uhuru	u huru	huru
uingereza	u ingereza	ingereza
ujao	u ja o	ja
ujasiri	u jasiri	jasiri
ujue	u ju e	ju
Ukarabati	U karabati	karabati
ukasambaa	u ka samba a	samba
Ukatili	U katili	katili
uko	u ko	ko
ukosefu	u kose fu	kose
ukubwa	u kubwa	kubwa
ukwepaji	u kwepa ji	kwepa
ulianguka	u li anguk a	anguk
ulifanyika	u li fany ik a	fany
ulijitokeza	u li ji tok ez a	tok
ulilenga	u li leng a	leng
ulimwengu	u limwengu	limwengu
ulimwenguni	u limwengu ni	limwengu
ulioathiri	u li o athiri	athiri
uliodumu	u li o dumu	dumu
uliofanywa	u li o fany w a	fany
ulioikumba	u li o i kumb a	kumb
ulioko	u li o ko	ko
ulionesha	u li on esh a	on
uliopangwa	u li o pang w a	pang
uliopita	u li o pit a	pit
uliopo	u li o po	po
ulipuke	u lipuk e	lipuk
uliripoti	u li ripoti	ripoti
uliripotiwa	u li ripoti w a	ripoti
ulisambaa	u li samba a	samba
ulisema	u li sem a	sem
ulishuhudiwa	u li shuhudi w a	shuhudi
ulitangaza	u li tangaz a	tangaz
ulivunja	u li vunj a	vunj
Umakini	U makini	makini
umaskini	u maskini	maskini
umati	umati	umati
umbali	u mbali	mbali
umeahidi	u me ahidi	ahidi
umeenda	u me end a	end
umeibuka	u me ibu k a	ibu k
umekauka	u me kauk a	kauk
umeme	umeme	umeme
umepiga	u me pig a	pig
umesababishwa	u me sabab ish w a	sabab
umesema	u me sem a	sem
umeshaanza	u me sha anz a	anz
umeteketeza	u me teket ez a	teket
umetokea	u me tok e a	tok
umewaua	u me wa u a	u
umezikumba	u me zi kumb a	kumb
Umoja	U moja	moja
umri	umri	umri
umwagiliaji	u mwagi li aji	mwagi
unaambukiza	u na ambu k iz a	ambu
unaathiri	u na athiri	athiri
unaendelea	u na endele a	endele
unahitaji	u na hitaji	hitaji
unaijibu	u na i jibu	jibu
UNAINGIA	U NA INGI A	INGI
unajumlisha	u na juml ish a	jumla
unakabiliwa	u na kabili w a	kabili
unakadiria	u na kadiri a	kadiri
unamalizika	u na maliz ik a	maliz
unaoambukizwa	u na o ambu k iz w a	ambu
unaoendelea	u na o endel e a	endele
unaongezeka	u na ongez ek a	ongez
unaosifika	u na o sif ik a	sif
unashamiri	u na shamiri	shamiri
unasikia	u na siki a	siki
unasubiri	u na subiri	subiri
unatoa	u na to a	to
unavyosonga	u na vyo song a	song
unaweza	u na wez a	wez
unazusha	u na zush a	zush
uokozi	u oko zi	oko
uone	u on e	on
upembe	u pembe	pembe
Upepo	U pepo	pepo
upi	u pi	pi
upigaji	u piga ji	pig
upo	u po	po
upokeaji	u pokea ji	pokea
urahisi	u rahisi	rahisi
urais	u rais	rais
Uratibu	U ratibu	ratibu
usafi	u safi	safi
Usahihi	U sahihi	sahihi
usalama	u salama	salama
ushindi	u shindi	shindi
usiku	u siku	siku
uso	uso	uso
Ustawi	U stawi	stawi
utabiri	u tabiri	tabiri
utadhibitiwa	u ta dhibiti w a	dhibiti
Utafiti	U tafiti	tafiti
utakaotolewa	u ta ka o to lew a	to
utalii	u talii	talii
utapia	u tap i a	tap
utapiamlo	u tapia mlo	tapia
utaratibu	u taratibu	taratibu
utasimama	u ta simam a	simam
utatanishi	u tata ni shi	tata
utawala	u tawala	tawala
utawaona	u ta wa on a	taon
Utawasaidia	U ta wa saidi a	saidi
utengamano	u tengama no	tengama
utoaji	u to aji	to
Uturuki	U turuki	turuki
uvamizi	u vami zi	vami
uvuvi	u vu vi	vu
uwanja	u wanja	wanja
uwepo	u we po	po
Uwezo	U wez o	wez
uzoefu	u zoe fu	zoe
uzuke	u zuk e	zuk
viashiria	vi ashiri a	ashiri
viazi	vi azi	azi
vibaya	vi baya	baya
vichaka	vi chaka	chaka
vidimbwi	vi dimbwi	dimbwi
Vifaa	Vi faa	faa
vifo	vi fo	fo
vifupi	vi fupi	fupi
Vijana	Vi jana	jana
vikigombea	vi ki gombe a	gombe
vikipuliza	vi ki puliz a	puliz
vikiua	vi ki u a	u
viko	vi ko	ko
vikongwe	vi kongwe	kongwe
vikosi	vi kosi	kosi
vikundi	vi kundi	kundi
vile	v ile	ile
vilianza	vi li anz a	anz
vilifika	vi li fik a	fik
vilifikia	vi li fik i a	fik
viligundulika	vi li gundu lik a	gundu
vilipitia	vi li pit i a	pit
vilisombwa	vi li somb wa	somb
viliua	vi li u a	u
vilivyo	vi li vyo	vyo
vilivyoathiriwa	vi li vyo athiri w a	athiri
vilivyochafuliwa	vi li vyo chafu liw a	chafu
vilivyoko	vi li vyo ko	ko
vilivyopo	vi li vyo po	po
Vimbunga	Vi mbunga	mbunga
vimechangia	vi me chang i a	chang
vimeendelea	vi me endel e a	endele
vimeripotiwa	vi me ripoti w a	ripoti
vinafanyika	vi na fany ik a	fany
vinahitajika	vi na hitaj ik a	hitaj
vinahusiana	vi na hus i an a	hus
vinakosa	vi na kos a	kos
vinatokea	vi na tok e a	tok
vinavyotokana	vi na vyo tok an a	tok
vinavyozunguka	vi na vyo zunguk a	zunguk
vingine	vi ngine	ngine
vinu	vi nu	nu
viongozi	vi ongo zi	ongo
vipi	vi pi	pi
vipimo	vi pimo	pimo
virefu	vi refu	refu
visiwa	vi siwa	siwa
vitamu	vi tamu	tamu
vitasambazwa	vi ta samba z w a	samba
vitendo	vi tend o	tend
vitu	vi tu	tu
vituo	vi tuo	tuo
viwango	vi wango	wango
Vizuizi	Vi zui zi	zui
vizuri	vi zuri	zuri
vurugu	vurugu	vurugu
VYA	VYA	VYA
VYAADIMIKA	VYA ADIM IK A	ADIM
vyakula	vy akul a	akul
vyandarua	vy andarua	andarua
vyanzo	vy anz o	anz
vyao	vy ao	vy ao
vyema	vy ema	ema
VYOO	VY OO	OO
vyote	vy ote	ote
wa	wa	wa
Waandishi	Wa andi<sh> i	andi<sh>
waasi	wa asi	asi
waathiri	wa athiri	athiri
waathirika	wa athir ik a	athir
wabainika	wa bain ik a	bain
wachimba	wa chimb a	chimb
Wachimbe	Wa chimb e	chimb
Wachungaji	Wa chung aji	chung
wachuuzi	wa chuuz i	chuuz
wadau	wa dau	dau
wadogo	wa dogo	dogo
waethiopia	wa ethiopia	ethiopia
wafa	wa fa	fa
wafanyabiashara	wa fanya biashara	fanya
wafanyakazi	wa fanya kazi	fanya
wafanyikia	wa fany ik i a	fanya
wafariki	wa fariki	fariki
WAFIWA	WA FIWA	FIWA
wafu	wa fu	fu
Wafugaji	Wa fug aji	fug
wafurushwa	wa furush w a	furush
wahaha	wa haha	haha
wahalifu	wa halifu	halifu
wahame	wa ham e	ham
wahanga	wa hanga	hanga
Wahudumu	Wa hudumu	hudumu
waimarishe	wa imar ish e	imar
wajibu	wa jibu	jibu
Wakaazi	Wa kaa zi	kaa
Wakala	Wa ka la	ka
Wakati	Wa kati	ti
Wakazi	Wa ka z i	ka
Wake	Wa ke	ke
wakenya	wa kenya	kenya
wakielekea	wa ki eleke a	eleke
wakieleza	wa ki elez a	elez
wakigombania	wa ki gomb an i a	gomb
wakiishi	wa ki ishi	ishi
wakikabiliana	wa ki kabili an a	kabili
wakikerwa	wa ki ker w a	ker
wakikimbia	wa ki ki mbi a	mbi
wakikosekana	wa ki kos ek an a	kos
wakilalamika	wa ki lalam ik a	lalam
wakilalamikia	wa ki lalam ik i a	lalam
wakimbizi	wa kimb iz i	kimb
wakimkabidhi	wa ki m kabidhi	kabidhi
waking'ang'ania	wa ki ng'ang'an i a	ng'ang'ana
wakiomba	wa ki omb a	omb
wakiongea	wa ki onge a	onge
wakipatiwa	wa ki pa ti wa	pa
wakisaidiwa	wa ki saidi w a	saidi
wakisaka	wa ki sak a	sak
wakishiriki	wa ki shiriki	shiriki
wakishusha	wa ki shu<sh> a	shu<sh>
wakisubiri	wa ki subiri	subiri
wakitibiwa	wa ki tibi w a	tibi
wakitokea	wa ki tok e a	tok
wakiuawa	wa ki ua w a	ua
wakiugua	wa ki ugu a	ugu
wakiwapungia	wa ki wa pung i a	pung
wakiwatafuta	wa ki wa ta fut a	fut
wakubwa	wa kubwa	kubwa
Wakulima	Wa kulima	kulima
wakulima	wa kulima	kulima
wakuu	wa kuu	kuu
wala	wala	la
Wale	Wa le	le
waliamrishwa	wa li amr ish w a	amr
walianza	wa li anz a	anz
walibaini	wa li baini	baini
waliilaumu	wa li i laumu	laumu
walijieleza	wa li ji elez a	elez
walijitokeza	wa li ji tok ez a	tok
walikimbia	wa li kimbi a	kimbi
walikitegemea	wa li ki tegem e a	tegem
waliko	wa li ko	ko
walilazimika	wa li lazim ik a	lazim
walileta	wa li let a	let
walilia	wa li li a	li
walinituma	wa li ni tum a	tum
walinusurika	wa li nu surik a	surik
walio	wa li o	li
Walioathirika	Wa li o athir ik a	athir
walioathiriwa	wa li o athiri w a	athiri
waliobaki	wa li o baki	baki
waliohusika	wa li o hus ik a	hus
waliojenga	wa li o jeng a	jeng
waliokaribiana	wa li o karibi an a	karibi
waliokimbia	wa li o kimbi a	kimbi
walioko	wa li o k<o>	k<o>
waliokolewa	wa li oko lew a	oko 
waliokua	wa li o ku a	ku
waliokubaliwa	wa li o ku bali w a	bali
waliokufa	wa li o kuf a	kuf
waliomba	wa li omb a	omb
walionufaika	wa li o nufa ik a	nufa
walionusurika	wa li o nu surik a	surik
walioondolewa	wa li o ondo lew a	ondo
waliopimwa	wa li o pim w a	pim
waliopo	wa li o po	po
waliopotelewa	wa li o pot e lew a	pot
waliotambuliwa	wa li o tambu liw a	tambu 
walipata	wa li pat a	pat
walipo	wa li po	po
walipopoteza	wa li po pot ez a	pot
walipotia	wa li po ti a	po
walitabiri	wa li tabiri	tabiri
walitakiwa	wa li tak i w a	tak
walitii	wa li tii	tii
walitoa	wa li to a	to
waliuawa	wa li ua w a	ua
walivamia	wa li vami a	vami
walizozichukuwa	wa li zo zi chuku w a	chuku
wameachwa	wa me ach w a	ach
wameaga	wa me ag a	ag
wameambukizwa	wa me ambu k iz w a	ambu
wameamua	wa me amu a	amu
wamearifu	wa me arifu	arifu
wamechukuliwa	wa me chuku liw a	chuku
wameenda	wa me end a	end
wameendelea	wa me endele a	endele
wamehama	wa me ham a	ham
wamehifadhiwa	wa me hifadhi w a	hifadhi
wameishauri	wa me i shauri	shauri
wameishitaki	wa me i shitaki	shitaki
wamejipanga	wa me ji pang a	pang
wamejitahidi	wa me ji tahidi	tahidi
wamekimbilia	wa me kimbi li a	kimbi
wamekosa	wa me kos a	kos
wamekufa	wa me kuf a	kuf
wamekwama	wa me kwam a	kwam
wamelazimika	wa me lazim ik a	lazim
wamelazimishwa	wa me lazim ish w a	lazim
wamelazwa	wa me laz w a	laza
Wamempanikisha	Wa me m pan ik ish a	pan
wamemuachia	wa me mu ach i a	ach
wamemuambia	wa me mu amb i a	amb
wamemzuia	wa me m zui a	zui
wameogopa	wa me ogop a	ogop
wameona	wa me on a	on
wameondoka	wa me ondo k a	ondo
wamepewa	wa me p<e> w a	p<e>
wamepitisha	wa me pit ish a	pit
wamesafisha	wa me saf ish a	safa
wameshafunga	wa me sha fung a	fung
wameshakumbwa	wa me sha kumb w a	kumb
wameshatoa	wa me sha to a	to
wameshazikwa	wa me sha zik w a	zik
wamesikia	wa me siki a	siki
wametaja	wa me taj a	taj
wameteka	wa me tek a	tek
wametenga	wa me teng a	teng
wamethibitika	wa me thibit ik a	thibit
wameuliwa	wa me u liw a	liw
wamevamia	wa me vami a	vami
